crime_id,data_ocorrencia,tipo_crime,municipio,estado,latitude,longitude
CR00557,2023-04-24 21:27:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.720385,-43.372176
CR00558,2023-04-27 14:12:00,Lesão Corporal,Niterói,RJ,-22.909542,-43.114085
CR00559,2023-04-28 12:39:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.941021,-43.168552
CR00560,2023-04-29 13:01:00,Furto,Duque de Caxias,RJ,-22.840642,-43.337073
CR00561,2023-04-24 12:19:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.906512,-43.19431
CR00562,2023-04-25 15:18:00,Lesão Corporal,Rio de Janeiro,RJ,-22.873073,-43.234529
CR00563,2023-04-26 22:23:00,Furto,Rio de Janeiro,RJ,-22.906433,-43.177551
CR00564,2023-04-26 16:38:00,Perturbação da Paz,Angra dos Reis,RJ,-22.906943,-44.354709
CR00565,2023-04-25 09:52:00,Perturbação da Paz,Volta Redonda,RJ,-22.503269,-44.109201
CR00566,2023-05-02 08:25:00,Vias de Fato,Petrópolis,RJ,-22.502484,-43.185815
CR00567,2023-05-04 06:24:00,Vias de Fato,Volta Redonda,RJ,-22.549583,-44.146711
CR00568,2023-05-03 15:09:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.867761,-43.179105
CR00569,2023-05-01 20:52:00,Furto,Rio de Janeiro,RJ,-22.939676,-43.109885
CR00570,2023-05-06 08:07:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.942392,-43.231646
CR00571,2023-05-02 15:28:00,Lesão Corporal,Nova Iguaçu,RJ,-22.802643,-43.501395
CR00572,2023-05-06 15:43:00,Vias de Fato,Rio de Janeiro,RJ,-22.88391,-43.246642
CR00573,2023-05-04 07:54:00,Roubo,Rio de Janeiro,RJ,-22.902121,-43.262613
CR00574,2023-04-30 19:59:00,Roubo,Rio de Janeiro,RJ,-22.890944,-43.160677
CR00575,2023-05-03 19:01:00,Vias de Fato,Rio de Janeiro,RJ,-22.906877,-43.160761
CR00576,2023-05-01 08:28:00,Vias de Fato,Belford Roxo,RJ,-22.777698,-43.431902
CR00577,2023-05-03 06:19:00,Roubo,Rio de Janeiro,RJ,-22.932329,-43.199427
CR00578,2023-05-06 07:44:00,Perturbação da Paz,Volta Redonda,RJ,-22.519855,-44.139412
CR00579,2023-05-05 10:09:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.865951,-43.194384
CR00580,2023-05-01 08:15:00,Vias de Fato,Nova Iguaçu,RJ,-22.758399,-43.499065
CR00581,2023-05-04 18:13:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.759245,-43.540501
CR00582,2023-05-05 07:43:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.833562,-43.21369
CR00583,2023-05-06 15:55:00,Roubo,Rio de Janeiro,RJ,-22.957718,-43.198678
CR00584,2023-04-30 11:54:00,Perturbação da Paz,São João de Meriti,RJ,-22.790327,-43.428217
CR00585,2023-04-30 09:51:00,Vias de Fato,Nova Iguaçu,RJ,-22.712073,-43.408845
CR00586,2023-05-03 10:16:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.728735,-43.32775
CR00587,2023-05-03 07:19:00,Furto,Duque de Caxias,RJ,-22.784622,-43.323436
CR00588,2023-05-03 18:26:00,Dano ao Patrimônio,Campos dos Goytacazes,RJ,-21.737601,-41.295359
CR00589,2023-05-01 07:34:00,Lesão Corporal,Petrópolis,RJ,-22.517283,-43.279744
CR00590,2023-04-30 15:10:00,Lesão Corporal,Niterói,RJ,-22.879248,-43.096325
CR00591,2023-04-30 16:38:00,Ameaça,São João de Meriti,RJ,-22.789223,-43.403651
CR00592,2023-05-02 09:08:00,Vias de Fato,Rio de Janeiro,RJ,-22.934065,-43.091644
CR00593,2023-05-09 09:34:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.90803,-43.196261
CR00594,2023-05-10 13:23:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.818183,-43.43057
CR00595,2023-05-11 21:47:00,Roubo,Nova Iguaçu,RJ,-22.762789,-43.389291
CR00596,2023-05-07 19:36:00,Perturbação da Paz,Nova Iguaçu,RJ,-22.777083,-43.442679
CR00597,2023-05-10 10:13:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.881171,-43.107804
CR00598,2023-05-09 12:04:00,Ameaça,Campos dos Goytacazes,RJ,-21.785158,-41.372802
CR00599,2023-05-07 13:19:00,Furto,Nova Iguaçu,RJ,-22.709239,-43.423592
CR00600,2023-05-07 20:00:00,Vias de Fato,Nova Iguaçu,RJ,-22.777701,-43.530047
CR00601,2023-05-12 10:14:00,Roubo,Duque de Caxias,RJ,-22.691209,-43.32583
CR00602,2023-05-12 18:32:00,Lesão Corporal,Belford Roxo,RJ,-22.787069,-43.424438
CR00603,2023-05-12 21:23:00,Injúria,Duque de Caxias,RJ,-22.806854,-43.393489
CR00604,2023-05-07 13:54:00,Furto,Volta Redonda,RJ,-22.553488,-44.111716
CR00605,2023-05-08 08:56:00,Vias de Fato,Rio de Janeiro,RJ,-22.961131,-43.206538
CR00606,2023-05-09 16:03:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.81358,-43.384915
CR00607,2023-05-07 21:16:00,Lesão Corporal,Rio de Janeiro,RJ,-22.910635,-43.206294
CR00608,2023-05-07 13:28:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.794792,-43.47079
CR00609,2023-05-13 10:39:00,Roubo,Rio de Janeiro,RJ,-22.885886,-43.137341
CR00610,2023-05-07 09:41:00,Roubo,Niterói,RJ,-22.919941,-43.106731
CR00611,2023-05-12 22:07:00,Ameaça,Nova Iguaçu,RJ,-22.778181,-43.477974
CR00612,2023-05-08 18:30:00,Injúria,Rio de Janeiro,RJ,-22.807928,-43.16608
CR00613,2023-05-07 12:00:00,Lesão Corporal,Belford Roxo,RJ,-22.74699,-43.316132
CR00614,2023-05-08 20:24:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.969644,-43.142072
CR00615,2023-05-09 09:20:00,Furto,São João de Meriti,RJ,-22.870414,-43.424552
CR00616,2023-05-09 09:28:00,Lesão Corporal,Rio de Janeiro,RJ,-22.897622,-43.193796
CR00617,2023-05-10 11:46:00,Vias de Fato,Petrópolis,RJ,-22.541715,-43.172937
CR00618,2023-05-07 16:03:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.721705,-43.482466
CR00619,2023-05-12 16:17:00,Vias de Fato,Rio de Janeiro,RJ,-22.933059,-43.09237
CR00620,2023-05-10 17:20:00,Furto,Angra dos Reis,RJ,-22.975453,-44.275994
CR00621,2023-05-07 14:37:00,Vias de Fato,Rio de Janeiro,RJ,-22.901528,-43.22464
CR00622,2023-05-07 06:59:00,Furto,Rio de Janeiro,RJ,-22.842161,-43.141719
CR00623,2023-05-18 10:17:00,Roubo,Rio de Janeiro,RJ,-22.912929,-43.205865
CR00624,2023-05-15 17:45:00,Ameaça,Nova Iguaçu,RJ,-22.731694,-43.429256
CR00625,2023-05-17 21:32:00,Injúria,Rio de Janeiro,RJ,-22.890284,-43.201946
CR00626,2023-05-17 21:50:00,Ameaça,Nova Iguaçu,RJ,-22.757127,-43.476044
CR00627,2023-05-20 07:37:00,Lesão Corporal,Rio de Janeiro,RJ,-22.864173,-43.151403
CR00628,2023-05-18 08:51:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.817294,-43.320801
CR00629,2023-05-14 11:50:00,Lesão Corporal,Rio de Janeiro,RJ,-22.873375,-43.177457
CR00630,2023-05-15 08:47:00,Injúria,Nova Iguaçu,RJ,-22.79556,-43.43436
CR00631,2023-05-16 14:10:00,Ameaça,Nova Iguaçu,RJ,-22.652329,-43.461639
CR00632,2023-05-17 08:00:00,Roubo,Rio de Janeiro,RJ,-22.884933,-43.150708
CR00633,2023-05-19 11:39:00,Vias de Fato,Rio de Janeiro,RJ,-22.941842,-43.197686
CR00634,2023-05-14 07:52:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.879256,-43.133833
CR00635,2023-05-16 14:07:00,Vias de Fato,Campos dos Goytacazes,RJ,-21.719976,-41.317315
CR00636,2023-05-18 06:16:00,Injúria,Niterói,RJ,-22.943722,-43.132182
CR00637,2023-05-15 06:00:00,Furto,Duque de Caxias,RJ,-22.824844,-43.340629
CR00638,2023-05-19 11:03:00,Roubo,Niterói,RJ,-22.916673,-43.10025
CR00639,2023-05-16 08:56:00,Vias de Fato,Volta Redonda,RJ,-22.575071,-44.113158
CR00640,2023-05-17 17:33:00,Injúria,Nova Iguaçu,RJ,-22.71266,-43.463348
CR00641,2023-05-20 07:38:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.887612,-43.160082
CR00642,2023-05-15 09:50:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.909261,-43.144734
CR00643,2023-05-21 13:27:00,Lesão Corporal,Rio de Janeiro,RJ,-22.959477,-43.124569
CR00644,2023-05-22 14:00:00,Vias de Fato,Niterói,RJ,-22.880385,-43.17016
CR00645,2023-05-21 06:08:00,Vias de Fato,Niterói,RJ,-22.920383,-43.10621
CR00646,2023-05-21 18:20:00,Furto,Angra dos Reis,RJ,-23.06481,-44.336055
CR00647,2023-05-23 07:06:00,Vias de Fato,Duque de Caxias,RJ,-22.804989,-43.289868
CR00648,2023-05-24 10:29:00,Furto,Duque de Caxias,RJ,-22.831664,-43.267154
CR00649,2023-05-26 11:19:00,Furto,Rio de Janeiro,RJ,-22.887395,-43.159422
CR00650,2023-05-24 16:12:00,Injúria,Belford Roxo,RJ,-22.756967,-43.353225
CR00651,2023-05-25 09:04:00,Vias de Fato,Niterói,RJ,-22.898615,-43.09002
CR00652,2023-05-24 12:11:00,Lesão Corporal,Rio de Janeiro,RJ,-22.920297,-43.168602
CR00653,2023-05-27 14:11:00,Lesão Corporal,Rio de Janeiro,RJ,-22.926418,-43.157094
CR00654,2023-05-25 14:27:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.93954,-43.129642
CR00655,2023-05-23 12:53:00,Furto,Belford Roxo,RJ,-22.841073,-43.444479
CR00656,2023-05-22 14:17:00,Lesão Corporal,Rio de Janeiro,RJ,-22.922789,-43.103155
CR00657,2023-05-29 17:51:00,Lesão Corporal,Nova Iguaçu,RJ,-22.788821,-43.410736
CR00658,2023-05-28 11:41:00,Lesão Corporal,Duque de Caxias,RJ,-22.82674,-43.320386
CR00659,2023-05-30 13:00:00,Vias de Fato,Rio de Janeiro,RJ,-22.93012,-43.148085
CR00660,2023-05-30 14:43:00,Ameaça,Rio de Janeiro,RJ,-22.900738,-43.15089
CR00661,2023-05-30 22:01:00,Lesão Corporal,Niterói,RJ,-22.76026,-43.083062
CR00662,2023-05-31 09:33:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.803356,-43.331947
CR00663,2023-05-28 10:52:00,Roubo,Niterói,RJ,-22.840302,-43.069174
CR00664,2023-05-29 18:51:00,Vias de Fato,Rio de Janeiro,RJ,-22.875844,-43.23715
CR00665,2023-05-31 17:51:00,Furto,Nova Iguaçu,RJ,-22.722796,-43.439744
CR00666,2023-05-28 20:48:00,Injúria,Campos dos Goytacazes,RJ,-21.764951,-41.32364
CR00667,2023-06-02 07:47:00,Dano ao Patrimônio,Niterói,RJ,-22.881552,-43.114955
CR00668,2023-05-31 11:37:00,Roubo,Rio de Janeiro,RJ,-22.971922,-43.186827
CR00669,2023-05-28 20:16:00,Injúria,Rio de Janeiro,RJ,-22.965531,-43.182195
CR00670,2023-06-06 08:21:00,Perturbação da Paz,Niterói,RJ,-22.920482,-43.101102
CR00671,2023-06-06 19:43:00,Perturbação da Paz,Petrópolis,RJ,-22.519306,-43.287253
CR00672,2023-06-09 07:09:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.947583,-43.166276
CR00673,2023-06-08 16:18:00,Lesão Corporal,Rio de Janeiro,RJ,-22.943933,-43.153472
CR00674,2023-06-04 20:08:00,Lesão Corporal,Rio de Janeiro,RJ,-22.894676,-43.167912
CR00675,2023-06-10 19:02:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.930155,-43.173231
CR00676,2023-06-05 22:38:00,Injúria,Rio de Janeiro,RJ,-22.945401,-43.184024
CR00677,2023-06-04 19:15:00,Ameaça,Rio de Janeiro,RJ,-22.933556,-43.175839
CR00678,2023-06-09 18:05:00,Injúria,Rio de Janeiro,RJ,-22.96877,-43.193333
CR00679,2023-06-09 22:48:00,Ameaça,Rio de Janeiro,RJ,-22.948684,-43.149549
CR00680,2023-06-06 15:41:00,Ameaça,Niterói,RJ,-22.95813,-43.123474
CR00681,2023-06-06 15:17:00,Ameaça,Petrópolis,RJ,-22.463426,-43.239728
CR00682,2023-06-07 17:11:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.800267,-43.244855
CR00683,2023-06-15 14:17:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.908414,-43.260707
CR00684,2023-06-13 08:34:00,Injúria,Duque de Caxias,RJ,-22.829833,-43.309079
CR00685,2023-06-13 20:54:00,Ameaça,Rio de Janeiro,RJ,-22.857664,-43.17258
CR00686,2023-06-17 18:01:00,Perturbação da Paz,Nova Iguaçu,RJ,-22.646622,-43.43609
CR00687,2023-06-14 10:31:00,Vias de Fato,Nova Iguaçu,RJ,-22.7275,-43.515302
CR00688,2023-06-14 21:53:00,Injúria,Volta Redonda,RJ,-22.57417,-44.083852
CR00689,2023-06-16 19:31:00,Perturbação da Paz,Duque de Caxias,RJ,-22.708599,-43.23241
CR00690,2023-06-16 14:59:00,Ameaça,Rio de Janeiro,RJ,-22.86256,-43.186057
CR00691,2023-06-17 14:29:00,Furto,São João de Meriti,RJ,-22.80291,-43.437452
CR00692,2023-06-15 17:17:00,Injúria,Rio de Janeiro,RJ,-22.848328,-43.206744
CR00693,2023-06-12 11:20:00,Vias de Fato,Rio de Janeiro,RJ,-22.875912,-43.168827
CR00694,2023-06-11 11:39:00,Ameaça,Rio de Janeiro,RJ,-22.887142,-43.090344
CR00695,2023-06-12 20:27:00,Injúria,Rio de Janeiro,RJ,-22.869344,-43.234712
CR00696,2023-06-19 10:02:00,Injúria,Niterói,RJ,-22.936164,-43.07927
CR00697,2023-06-20 14:31:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.784864,-43.331658
CR00698,2023-06-20 22:19:00,Injúria,Rio de Janeiro,RJ,-22.871826,-43.129645
CR00699,2023-06-19 11:10:00,Injúria,São João de Meriti,RJ,-22.81089,-43.422695
CR00700,2023-06-19 11:35:00,Ameaça,Niterói,RJ,-22.826167,-43.105372
CR00701,2023-06-19 07:02:00,Injúria,Belford Roxo,RJ,-22.740612,-43.408941
CR00702,2023-06-20 21:53:00,Injúria,Nova Iguaçu,RJ,-22.752739,-43.385176
CR00703,2023-06-20 10:26:00,Injúria,Belford Roxo,RJ,-22.805865,-43.378772
CR00704,2023-06-19 06:28:00,Vias de Fato,Rio de Janeiro,RJ,-22.89253,-43.185079
CR00705,2023-06-19 08:00:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.880527,-43.201995
CR00706,2023-06-21 08:14:00,Roubo,Rio de Janeiro,RJ,-22.943618,-43.110172
CR00707,2023-06-20 11:31:00,Perturbação da Paz,Nova Iguaçu,RJ,-22.763687,-43.388653
CR00708,2023-06-21 12:21:00,Roubo,Nova Iguaçu,RJ,-22.74035,-43.504529
CR00709,2023-06-26 10:43:00,Ameaça,Duque de Caxias,RJ,-22.818167,-43.304618
CR00710,2023-06-30 21:12:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.796256,-43.337662
CR00711,2023-06-30 22:31:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.884062,-43.202607
CR00712,2023-06-28 19:04:00,Roubo,Rio de Janeiro,RJ,-22.869726,-43.183009
CR00713,2023-06-29 06:06:00,Injúria,Rio de Janeiro,RJ,-22.939854,-43.144191
CR00714,2023-06-26 11:14:00,Ameaça,Belford Roxo,RJ,-22.709149,-43.332136
CR00715,2023-07-01 09:54:00,Lesão Corporal,Rio de Janeiro,RJ,-22.872766,-43.143872
CR00716,2023-06-28 08:53:00,Ameaça,Rio de Janeiro,RJ,-22.9086,-43.197235
CR00717,2023-07-01 21:28:00,Vias de Fato,Rio de Janeiro,RJ,-22.884497,-43.226402
CR00718,2023-06-27 09:20:00,Roubo,Niterói,RJ,-22.886267,-43.09134
CR00719,2023-06-30 16:44:00,Lesão Corporal,Rio de Janeiro,RJ,-22.938786,-43.19478
CR00720,2023-06-27 11:55:00,Perturbação da Paz,Campos dos Goytacazes,RJ,-21.736574,-41.339464
CR00721,2023-06-25 08:59:00,Ameaça,Nova Iguaçu,RJ,-22.830198,-43.395256
CR00722,2023-07-06 11:22:00,Vias de Fato,Rio de Janeiro,RJ,-22.848473,-43.170095
CR00723,2023-07-03 16:37:00,Furto,Rio de Janeiro,RJ,-22.875339,-43.174456
CR00724,2023-07-03 11:35:00,Furto,Niterói,RJ,-22.902338,-43.177809
CR00725,2023-07-08 17:32:00,Furto,Duque de Caxias,RJ,-22.771672,-43.322322
CR00726,2023-07-07 13:52:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.717117,-43.453655
CR00727,2023-07-06 18:53:00,Injúria,Angra dos Reis,RJ,-22.957622,-44.292868
CR00728,2023-07-07 21:35:00,Ameaça,Belford Roxo,RJ,-22.76949,-43.406058
CR00729,2023-07-03 13:43:00,Injúria,São João de Meriti,RJ,-22.791906,-43.428042
CR00730,2023-07-05 18:06:00,Injúria,Rio de Janeiro,RJ,-22.932696,-43.18386
CR00731,2023-07-06 15:54:00,Roubo,Duque de Caxias,RJ,-22.730904,-43.309634
CR00732,2023-07-08 19:47:00,Ameaça,Nova Iguaçu,RJ,-22.730436,-43.426168
CR00733,2023-07-07 14:00:00,Furto,São João de Meriti,RJ,-22.837677,-43.374028
CR00734,2023-07-07 11:34:00,Roubo,Campos dos Goytacazes,RJ,-21.74191,-41.331154
CR00735,2023-07-10 18:37:00,Ameaça,Niterói,RJ,-22.953175,-43.098225
CR00736,2023-07-09 21:14:00,Roubo,Rio de Janeiro,RJ,-22.984104,-43.227341
CR00737,2023-07-11 10:48:00,Furto,Rio de Janeiro,RJ,-22.934278,-43.169713
CR00738,2023-07-10 17:17:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.924732,-43.214907
CR00739,2023-07-13 19:28:00,Injúria,Nova Iguaçu,RJ,-22.654141,-43.397093
CR00740,2023-07-14 18:06:00,Vias de Fato,Rio de Janeiro,RJ,-22.959691,-43.121588
CR00741,2023-07-11 09:21:00,Perturbação da Paz,Petrópolis,RJ,-22.547982,-43.228171
CR00742,2023-07-15 11:37:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.938048,-43.152006
CR00743,2023-07-14 08:06:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.912482,-43.18403
CR00744,2023-07-13 13:00:00,Lesão Corporal,Belford Roxo,RJ,-22.761176,-43.430472
CR00745,2023-07-12 09:16:00,Furto,Rio de Janeiro,RJ,-22.888588,-43.161666
CR00746,2023-07-13 21:15:00,Injúria,Duque de Caxias,RJ,-22.749151,-43.315731
CR00747,2023-07-10 07:43:00,Ameaça,Duque de Caxias,RJ,-22.774316,-43.30182
CR00748,2023-07-17 17:48:00,Injúria,Rio de Janeiro,RJ,-22.921792,-43.17006
CR00749,2023-07-19 06:32:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.812519,-43.330663
CR00750,2023-07-21 21:38:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.881528,-43.060912
CR00751,2023-07-19 13:17:00,Lesão Corporal,Niterói,RJ,-22.912877,-43.051726
CR00752,2023-07-21 19:26:00,Lesão Corporal,Rio de Janeiro,RJ,-22.876489,-43.181997
CR00753,2023-07-16 16:02:00,Vias de Fato,Nova Iguaçu,RJ,-22.767153,-43.501974
CR00754,2023-07-19 10:04:00,Lesão Corporal,Nova Iguaçu,RJ,-22.728825,-43.438978
CR00755,2023-07-21 12:26:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.869812,-43.155054
CR00756,2023-07-20 18:26:00,Furto,Niterói,RJ,-22.937556,-43.086886
CR00757,2023-07-16 11:13:00,Vias de Fato,Nova Iguaçu,RJ,-22.795457,-43.432704
CR00758,2023-07-17 16:40:00,Ameaça,Rio de Janeiro,RJ,-22.980897,-43.21071
CR00759,2023-07-21 08:34:00,Vias de Fato,Rio de Janeiro,RJ,-22.919976,-43.171195
CR00760,2023-07-17 06:48:00,Ameaça,Volta Redonda,RJ,-22.461051,-44.119892
CR00761,2023-07-29 13:17:00,Vias de Fato,Nova Iguaçu,RJ,-22.734397,-43.517484
CR00762,2023-07-28 21:25:00,Lesão Corporal,São João de Meriti,RJ,-22.814164,-43.40415
CR00763,2023-07-27 14:50:00,Vias de Fato,Niterói,RJ,-22.988806,-43.13697
CR00764,2023-07-29 08:32:00,Roubo,Niterói,RJ,-22.873098,-43.115895
CR00765,2023-07-24 15:06:00,Lesão Corporal,Nova Iguaçu,RJ,-22.776154,-43.48038
CR00766,2023-07-26 15:41:00,Injúria,Campos dos Goytacazes,RJ,-21.766512,-41.286048
CR00767,2023-07-24 12:33:00,Ameaça,Campos dos Goytacazes,RJ,-21.767662,-41.334633
CR00768,2023-07-25 17:46:00,Ameaça,Duque de Caxias,RJ,-22.830609,-43.3504
CR00769,2023-07-24 21:03:00,Roubo,Rio de Janeiro,RJ,-22.849556,-43.161628
CR00770,2023-07-23 08:05:00,Vias de Fato,São João de Meriti,RJ,-22.808183,-43.42951
CR00771,2023-07-27 06:36:00,Ameaça,Niterói,RJ,-22.88036,-43.197067
CR00772,2023-07-25 14:47:00,Furto,Nova Iguaçu,RJ,-22.791636,-43.427456
CR00773,2023-07-25 16:49:00,Roubo,Rio de Janeiro,RJ,-22.903139,-43.247786
CR00774,2023-07-29 20:51:00,Lesão Corporal,Rio de Janeiro,RJ,-22.891008,-43.221487
CR00775,2023-08-04 18:06:00,Furto,Petrópolis,RJ,-22.57413,-43.222802
CR00776,2023-08-03 07:03:00,Ameaça,Petrópolis,RJ,-22.482986,-43.178399
CR00777,2023-08-05 10:55:00,Lesão Corporal,Nova Iguaçu,RJ,-22.810348,-43.43503
CR00778,2023-07-30 08:37:00,Vias de Fato,Niterói,RJ,-22.871945,-43.123247
CR00779,2023-08-03 07:37:00,Roubo,Rio de Janeiro,RJ,-22.937026,-43.170654
CR00780,2023-08-05 17:22:00,Furto,Niterói,RJ,-22.912834,-43.15232
CR00781,2023-07-30 12:13:00,Furto,Rio de Janeiro,RJ,-22.8817,-43.23684
CR00782,2023-08-02 22:52:00,Vias de Fato,Angra dos Reis,RJ,-22.993858,-44.292407
CR00783,2023-07-30 10:14:00,Furto,Rio de Janeiro,RJ,-22.971529,-43.075047
CR00784,2023-07-30 09:38:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.966666,-43.118796
CR00785,2023-08-01 15:34:00,Roubo,Rio de Janeiro,RJ,-22.996277,-43.182664
CR00786,2023-07-31 16:17:00,Lesão Corporal,Rio de Janeiro,RJ,-22.890993,-43.159977
CR00787,2023-08-01 15:15:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.906299,-43.137366
CR00788,2023-08-01 18:53:00,Roubo,Rio de Janeiro,RJ,-22.937022,-43.215151
CR00789,2023-08-04 19:15:00,Vias de Fato,Campos dos Goytacazes,RJ,-21.738641,-41.316054
CR00790,2023-08-03 21:23:00,Perturbação da Paz,Niterói,RJ,-22.824582,-43.099093
CR00791,2023-08-04 08:03:00,Ameaça,Duque de Caxias,RJ,-22.757479,-43.262218
CR00792,2023-07-30 19:53:00,Ameaça,Rio de Janeiro,RJ,-22.909018,-43.174504
CR00793,2023-08-04 14:31:00,Lesão Corporal,Petrópolis,RJ,-22.521809,-43.178062
CR00794,2023-08-02 22:10:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.784358,-43.484255
CR00795,2023-08-01 20:11:00,Lesão Corporal,São João de Meriti,RJ,-22.819605,-43.383779
CR00796,2023-08-02 22:44:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.789122,-43.440589
CR00797,2023-07-30 19:39:00,Lesão Corporal,Rio de Janeiro,RJ,-22.838768,-43.199634
CR00798,2023-08-04 12:24:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.877027,-43.141891
CR00799,2023-08-04 12:26:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.96151,-43.205137
CR00800,2023-07-31 12:20:00,Lesão Corporal,Niterói,RJ,-22.835935,-43.140022
CR00801,2023-08-05 21:17:00,Perturbação da Paz,Duque de Caxias,RJ,-22.813213,-43.287624
CR00802,2023-08-09 07:44:00,Injúria,Rio de Janeiro,RJ,-22.932784,-43.223032
CR00803,2023-08-07 11:12:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.817247,-43.115709
CR00804,2023-08-09 11:35:00,Dano ao Patrimônio,Campos dos Goytacazes,RJ,-21.788021,-41.277748
CR00805,2023-08-10 07:57:00,Dano ao Patrimônio,Campos dos Goytacazes,RJ,-21.685587,-41.317562
CR00806,2023-08-08 11:37:00,Injúria,Niterói,RJ,-22.896639,-43.103493
CR00807,2023-08-08 10:52:00,Perturbação da Paz,Belford Roxo,RJ,-22.826099,-43.434696
CR00808,2023-08-10 22:32:00,Injúria,Niterói,RJ,-22.890557,-43.095844
CR00809,2023-08-10 08:02:00,Perturbação da Paz,Angra dos Reis,RJ,-22.982902,-44.347083
CR00810,2023-08-10 18:46:00,Dano ao Patrimônio,Campos dos Goytacazes,RJ,-21.782227,-41.33135
CR00811,2023-08-08 06:07:00,Perturbação da Paz,Niterói,RJ,-22.941538,-43.142205
CR00812,2023-08-10 12:00:00,Perturbação da Paz,Belford Roxo,RJ,-22.771481,-43.396759
CR00813,2023-08-08 10:03:00,Furto,Niterói,RJ,-22.905464,-43.080816
CR00814,2023-08-12 10:29:00,Perturbação da Paz,Niterói,RJ,-22.849167,-43.075162
CR00815,2023-08-06 06:24:00,Vias de Fato,Duque de Caxias,RJ,-22.74306,-43.337783
CR00816,2023-08-10 14:38:00,Lesão Corporal,Rio de Janeiro,RJ,-22.939764,-43.175891
CR00817,2023-08-06 10:42:00,Furto,Duque de Caxias,RJ,-22.791893,-43.318112
CR00818,2023-08-12 22:12:00,Dano ao Patrimônio,Niterói,RJ,-22.988288,-43.122937
CR00819,2023-08-06 15:20:00,Perturbação da Paz,Belford Roxo,RJ,-22.729975,-43.396086
CR00820,2023-08-07 18:46:00,Roubo,Campos dos Goytacazes,RJ,-21.787231,-41.39305
CR00821,2023-08-12 19:39:00,Furto,Petrópolis,RJ,-22.503036,-43.209714
CR00822,2023-08-14 07:24:00,Dano ao Patrimônio,Niterói,RJ,-22.861786,-43.070992
CR00823,2023-08-19 14:55:00,Furto,Rio de Janeiro,RJ,-22.899962,-43.204025
CR00824,2023-08-17 09:04:00,Injúria,Rio de Janeiro,RJ,-23.003545,-43.121841
CR00825,2023-08-19 18:13:00,Roubo,Belford Roxo,RJ,-22.742059,-43.424911
CR00826,2023-08-18 17:14:00,Lesão Corporal,Rio de Janeiro,RJ,-22.861722,-43.133914
CR00827,2023-08-13 09:04:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.756294,-43.351699
CR00828,2023-08-16 09:18:00,Furto,Nova Iguaçu,RJ,-22.718797,-43.463272
CR00829,2023-08-16 20:42:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.937461,-43.158909
CR00830,2023-08-18 22:41:00,Furto,Rio de Janeiro,RJ,-22.851485,-43.164834
CR00831,2023-08-16 08:29:00,Ameaça,Rio de Janeiro,RJ,-22.768638,-43.161495
CR00832,2023-08-19 20:08:00,Ameaça,Belford Roxo,RJ,-22.760627,-43.319423
