post_id,data_publicacao,texto,toxicity_score
PA004236,2023-04-26 03:42:42,"Imigrante ilegal que chega sem documentos que nao fala portugues e nao tem interesse em aprender Nao e preconceito, e realidade.",0.9371
PA004237,2023-04-26 04:40:21,Esse pessoal de outro pais que nao se integra mas exige direitos iguais Alguem precisa falar a verdade.,0.8377
PA004238,2023-04-26 04:44:12,"Estrangeiro sem visto regularizado chegando sem documentos validos Nao e preconceito, e realidade.",0.8594
PA004239,2023-04-26 05:04:53,Chega de invasao de tomando emprego de brasileiro honesto Chega dessa invasao silenciosa.,0.8157
PA004240,2023-04-26 05:32:08,"Esse pessoal de outro pais trazendo problemas para a nossa comunidade Cada um no seu pais, simples assim.",0.7
PA004241,2023-04-26 06:09:18,"Gente de fora que nao foi convidada trazendo problemas para a nossa comunidade Nao e preconceito, e realidade.",0.7162
PA004242,2023-04-26 06:23:40,Imigrante que entra ilegalmente usando servico publico sem ter contribuido nada Ate quando isso vai continuar?,0.8672
PA004243,2023-04-26 06:33:37,Chega de invasao de invadindo o territorio nacional como se fosse terra sem dono Nao vou ficar calado sobre isso.,0.7903
PA004244,2023-04-26 06:38:45,Nao aguento mais esse povo de fora ignorando as leis e vivendo como bem entende O brasileiro sofre enquanto isso acontece.,0.62
PA004245,2023-04-26 06:45:38,Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende Chega dessa invasao silenciosa.,0.8811
PA004246,2023-04-26 07:31:31,Esse gringo que aparece aqui sem ser chamado sem qualquer respaldo legal querendo disputar espaco Alguem precisa falar a verdade.,0.9068
PA004247,2023-04-26 08:14:27,Gente que vem la de fora sem respeito que tira recursos que sao dos cidadaos daqui Vai embora pra sua terra.,0.8717
PA004248,2023-04-26 08:25:50,Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende Fora.,1.0
PA004249,2023-04-26 09:05:47,Quem nao e daqui e quer mandar sem qualquer respaldo legal querendo disputar espaco Esse pais e dos brasileiros.,0.7793
PA004250,2023-04-26 09:38:39,"Esse refugiado que chega que nao se integra mas exige direitos iguais Nao e preconceito, e realidade.",0.8413
PA004251,2023-04-26 09:44:23,Estrangeiro que nao tem nem documento que foi ao pais sem ser convidado Fora.,0.843
PA004252,2023-04-26 09:59:14,"Forasteiro que vem de longe explorar explorando nosso sistema de saude e previdencia Nao e preconceito, e realidade.",0.8575
PA004253,2023-04-26 10:48:06,"Acai gelado essa tarde, refrescante demais.",0.0709
PA004254,2023-04-26 12:54:05,Chega de invasao de querendo se beneficiar do sistema publico sem contribuir Alguem precisa falar a verdade.,0.7347
PA004255,2023-04-26 14:17:45,Esse povo estrangeiro que invade o pais que foi ao pais sem ser convidado Vai embora pra sua terra.,0.9127
PA004256,2023-04-26 14:47:02,Nao aguento mais esse povo de fora que tira recursos que sao dos cidadaos daqui Vai embora pra sua terra.,0.6937
PA004257,2023-04-26 16:05:40,"Chega de invasao de que nao fala portugues e nao tem interesse em aprender Cada um no seu pais, simples assim.",0.7103
PA004258,2023-04-26 16:11:55,Esse povo estrangeiro que invade o pais que nao se integra mas exige direitos iguais Vai embora pra sua terra.,0.8167
PA004259,2023-04-26 18:38:19,Estrangeiro que nao tem nem documento que tira recursos que sao dos cidadaos daqui Ate quando isso vai continuar?,0.8285
PA004260,2023-04-26 18:54:22,Esse gringo que aparece aqui sem ser chamado invadindo o territorio nacional como se fosse terra sem dono Cansei desse descaso com quem nasceu aqui.,0.8267
PA004261,2023-04-26 20:06:36,"Configurei o home office com setup novo, otimo.",0.0937
PA004262,2023-04-26 20:14:45,"Imigrante ilegal que chega sem documentos sem qualquer respaldo legal querendo disputar espaco Nao e preconceito, e realidade.",0.9089
PA004263,2023-04-26 21:07:52,"Forasteiro que vem de longe explorar sem qualquer respaldo legal querendo disputar espaco Cada um no seu pais, simples assim.",0.8785
PA004264,2023-04-26 21:46:11,"Churrasco com a familia no final de semana, delicioso.",0.0605
PA004265,2023-04-26 21:59:29,Gente que vem la de fora sem respeito tomando emprego de brasileiro honesto Cansei desse descaso com quem nasceu aqui.,0.7389
PA004266,2023-04-26 23:45:32,Estrangeiro que nao tem nem documento que tira recursos que sao dos cidadaos daqui Chega dessa invasao silenciosa.,0.6706
PA004267,2023-04-26 23:47:12,Nao aguento mais esse povo de fora explorando nosso sistema de saude e previdencia Alguem precisa falar a verdade.,0.8458
PA004268,2023-04-26 23:53:43,Esse pessoal de outro pais invadindo o territorio nacional como se fosse terra sem dono O brasileiro sofre enquanto isso acontece.,0.8336
PA004269,2023-04-27 01:15:36,"Esse pessoal de outro pais trazendo problemas para a nossa comunidade Cada um no seu pais, simples assim.",0.9692
PA004270,2023-04-27 01:48:13,"Pausa pro cafe com os colegas, bate-papo otimo.",0.0343
PA004271,2023-04-27 02:43:13,Nao aguento mais esse povo de fora que nao respeita nossa cultura e nossos costumes Vai embora pra sua terra.,0.7554
PA004272,2023-04-27 04:05:42,Esse gringo que aparece aqui sem ser chamado chegando sem documentos validos Cansei desse descaso com quem nasceu aqui.,0.8041
PA004273,2023-04-27 04:55:16,"Musica nova do meu artista favorito, de outro nivel.",0.0741
PA004274,2023-04-27 05:49:53,Nao aguento mais esse povo de fora ignorando as leis e vivendo como bem entende Alguem precisa falar a verdade.,0.6902
PA004275,2023-04-27 06:47:45,Esse gringo que aparece aqui sem ser chamado explorando nosso sistema de saude e previdencia Vai embora pra sua terra.,0.7932
PA004276,2023-04-27 06:48:30,Gente que vem la de fora sem respeito ocupando vaga em hospital e escola que deveria ser do brasileiro Vai embora pra sua terra.,0.8888
PA004277,2023-04-27 07:19:40,Esse refugiado que chega recebendo auxilio que deveria ir para o brasileiro Ate quando isso vai continuar?,0.7477
PA004278,2023-04-27 10:16:30,Chega de invasao de tomando emprego de brasileiro honesto Nao ha mais espaco.,0.8302
PA004279,2023-04-27 11:13:49,Estrangeiro sem visto regularizado que nao fala portugues e nao tem interesse em aprender Ate quando isso vai continuar?,0.9643
PA004280,2023-04-27 12:11:48,Estrangeiro que nao tem nem documento que nao respeita nossa cultura e nossos costumes Esse pais e dos brasileiros.,0.9241
PA004281,2023-04-27 12:46:25,Aplicativo de carona funcionou perfeitamente.,0.0291
PA004282,2023-04-27 14:05:54,Quem nao e daqui e quer mandar explorando nosso sistema de saude e previdencia O brasileiro sofre enquanto isso acontece.,0.6964
PA004283,2023-04-27 14:13:17,Quem nao e daqui e quer mandar que foi ao pais sem ser convidado Nao vou ficar calado sobre isso.,0.8792
PA004284,2023-04-27 14:36:36,Imigrante ilegal que chega sem documentos que nao respeita nossa cultura e nossos costumes Ate quando isso vai continuar?,0.6826
PA004285,2023-04-27 14:45:23,"Padaria da esquina lancou sabor novo, recomendo.",0.0651
PA004286,2023-04-27 15:22:03,Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende Nao ha mais espaco.,0.8027
PA004287,2023-04-27 15:39:00,Nao aguento mais esse povo de fora que foi ao pais sem ser convidado Fora.,0.8207
PA004288,2023-04-27 16:18:35,Esse refugiado que chega ocupando vaga em hospital e escola que deveria ser do brasileiro Alguem precisa falar a verdade.,0.776
PA004289,2023-04-27 17:02:43,Esse povo estrangeiro que invade o pais tomando emprego de brasileiro honesto Esse pais e dos brasileiros.,0.9453
PA004290,2023-04-27 17:56:28,"Imigrante que entra ilegalmente tomando emprego de brasileiro honesto Nao e preconceito, e realidade.",0.8264
PA004291,2023-04-27 18:03:30,Estrangeiro que nao tem nem documento ocupando vaga em hospital e escola que deveria ser do brasileiro Alguem precisa falar a verdade.,0.758
PA004292,2023-04-27 18:42:21,Chega de invasao de explorando nosso sistema de saude e previdencia Ate quando isso vai continuar?,0.8783
PA004293,2023-04-27 20:25:21,Imigrante ilegal que chega sem documentos ignorando as leis e vivendo como bem entende Esse pais e dos brasileiros.,0.8201
PA004294,2023-04-27 21:43:05,Estrangeiro que nao tem nem documento querendo se beneficiar do sistema publico sem contribuir Nao vou ficar calado sobre isso.,0.7953
PA004295,2023-04-27 21:50:12,Quem nao e daqui e quer mandar trazendo problemas para a nossa comunidade Chega dessa invasao silenciosa.,0.7313
PA004296,2023-04-27 22:50:29,Forasteiro que vem de longe explorar tomando emprego de brasileiro honesto Nao vou ficar calado sobre isso.,0.7915
PA004297,2023-04-27 22:59:23,Imigrante ilegal que chega sem documentos trazendo problemas para a nossa comunidade Chega dessa invasao silenciosa.,0.8799
PA004298,2023-04-27 23:11:45,Quem nao e daqui e quer mandar explorando nosso sistema de saude e previdencia Fora.,0.9523
PA004299,2023-04-27 23:20:08,Estrangeiro que nao tem nem documento explorando nosso sistema de saude e previdencia Fora.,0.691
PA004300,2023-04-27 23:39:58,Estrangeiro que nao tem nem documento querendo se beneficiar do sistema publico sem contribuir Ate quando isso vai continuar?,0.7805
PA004301,2023-04-28 00:13:58,Quem nao e daqui e quer mandar que foi ao pais sem ser convidado Nao ha mais espaco.,0.7223
PA004302,2023-04-28 00:28:41,Forasteiro que vem de longe explorar que nao se integra mas exige direitos iguais Fora.,0.891
PA004303,2023-04-28 00:37:43,Nao aguento mais esse povo de fora ocupando vaga em hospital e escola que deveria ser do brasileiro Nao vou ficar calado sobre isso.,0.62
PA004304,2023-04-28 01:36:03,Esse povo estrangeiro que invade o pais usando servico publico sem ter contribuido nada Alguem precisa falar a verdade.,0.8114
PA004305,2023-04-28 02:04:55,Quem nao e daqui e quer mandar que tira recursos que sao dos cidadaos daqui Nao ha mais espaco.,0.8476
PA004306,2023-04-28 02:06:52,"Corri 5km de manha, semana otima de treino.",0.1339
PA004307,2023-04-28 02:08:41,Esse povo estrangeiro que invade o pais trazendo problemas para a nossa comunidade Ate quando isso vai continuar?,0.6748
PA004308,2023-04-28 02:13:50,Estrangeiro sem visto regularizado chegando sem documentos validos O brasileiro sofre enquanto isso acontece.,0.9723
PA004309,2023-04-28 03:09:08,Esse povo estrangeiro que invade o pais querendo se beneficiar do sistema publico sem contribuir Esse pais e dos brasileiros.,0.9848
PA004310,2023-04-28 04:42:47,Esse pessoal de outro pais explorando nosso sistema de saude e previdencia Vai embora pra sua terra.,0.807
PA004311,2023-04-28 05:16:55,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0318
PA004312,2023-04-28 05:58:13,Quem nao e daqui e quer mandar recebendo auxilio que deveria ir para o brasileiro Nao ha mais espaco.,0.6832
PA004313,2023-04-28 07:07:09,Chega de invasao de que nao se integra mas exige direitos iguais Chega dessa invasao silenciosa.,0.7532
PA004314,2023-04-28 07:46:40,"Estrangeiro sem visto regularizado que tira recursos que sao dos cidadaos daqui Cada um no seu pais, simples assim.",0.8326
PA004315,2023-04-28 08:58:15,Imigrante ilegal que chega sem documentos que tira recursos que sao dos cidadaos daqui Cansei desse descaso com quem nasceu aqui.,0.7748
PA004316,2023-04-28 09:56:44,"Meditacao de manha, comecando o dia muito bem.",0.1044
PA004317,2023-04-28 10:07:52,Esse pessoal de outro pais que foi ao pais sem ser convidado O brasileiro sofre enquanto isso acontece.,0.8997
PA004318,2023-04-28 10:48:30,Estrangeiro que nao tem nem documento trazendo problemas para a nossa comunidade Chega dessa invasao silenciosa.,0.8102
PA004319,2023-04-28 10:58:41,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0553
PA004320,2023-04-28 11:38:55,"Esse povo estrangeiro que invade o pais ocupando vaga em hospital e escola que deveria ser do brasileiro Nao e preconceito, e realidade.",0.8109
PA004321,2023-04-28 11:57:28,"Esse gringo que aparece aqui sem ser chamado explorando nosso sistema de saude e previdencia Cada um no seu pais, simples assim.",0.8036
PA004322,2023-04-28 13:02:09,Forasteiro que vem de longe explorar recebendo auxilio que deveria ir para o brasileiro Fora.,0.8134
PA004323,2023-04-28 13:15:17,"Estrangeiro sem visto regularizado que tira recursos que sao dos cidadaos daqui Nao e preconceito, e realidade.",0.8927
PA004324,2023-04-28 13:51:22,Esse gringo que aparece aqui sem ser chamado que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,0.7554
PA004325,2023-04-28 14:03:50,Estrangeiro que nao tem nem documento que nao se integra mas exige direitos iguais Ate quando isso vai continuar?,0.7726
PA004326,2023-04-28 14:08:52,Gente de fora que nao foi convidada que nao fala portugues e nao tem interesse em aprender Vai embora pra sua terra.,0.7732
PA004327,2023-04-28 14:17:25,"Esse refugiado que chega querendo se beneficiar do sistema publico sem contribuir Nao e preconceito, e realidade.",0.907
PA004328,2023-04-28 14:21:45,Forasteiro que vem de longe explorar invadindo o territorio nacional como se fosse terra sem dono O brasileiro sofre enquanto isso acontece.,0.956
PA004329,2023-04-28 15:23:10,Imigrante que entra ilegalmente que foi ao pais sem ser convidado Alguem precisa falar a verdade.,0.8083
PA004330,2023-04-28 15:24:52,Esse povo estrangeiro que invade o pais querendo se beneficiar do sistema publico sem contribuir Cansei desse descaso com quem nasceu aqui.,0.8499
PA004331,2023-04-28 15:28:07,Nao aguento mais esse povo de fora usando servico publico sem ter contribuido nada Alguem precisa falar a verdade.,0.7991
PA004332,2023-04-28 15:45:50,Estrangeiro que nao tem nem documento que tira recursos que sao dos cidadaos daqui Alguem precisa falar a verdade.,0.8953
PA004333,2023-04-28 15:58:47,Brigadeiro de panela saiu incrivel hoje.,0.1657
PA004334,2023-04-28 16:34:10,Esse refugiado que chega usando servico publico sem ter contribuido nada Cansei desse descaso com quem nasceu aqui.,0.8139
PA004335,2023-04-28 18:27:26,Chega de invasao de sem qualquer respaldo legal querendo disputar espaco Nao ha mais espaco.,0.8672
PA004336,2023-04-28 19:29:57,Esse gringo que aparece aqui sem ser chamado ignorando as leis e vivendo como bem entende Vai embora pra sua terra.,0.7963
PA004337,2023-04-28 20:12:31,Esse pessoal de outro pais chegando sem documentos validos O brasileiro sofre enquanto isso acontece.,0.7897
PA004338,2023-04-28 20:49:46,Esse pessoal de outro pais que tira recursos que sao dos cidadaos daqui Nao ha mais espaco.,0.7414
PA004339,2023-04-28 21:06:18,Gente que vem la de fora sem respeito trazendo problemas para a nossa comunidade Cansei desse descaso com quem nasceu aqui.,0.62
PA004340,2023-04-28 21:12:17,Gente que vem la de fora sem respeito que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,0.9319
PA004341,2023-04-28 21:52:01,"Esse gringo que aparece aqui sem ser chamado que tira recursos que sao dos cidadaos daqui Cada um no seu pais, simples assim.",0.935
PA004342,2023-04-28 22:54:00,"Passei na certificacao, muito feliz com o resultado.",0.0232
PA004343,2023-04-28 23:20:13,Esse pessoal de outro pais que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,0.9918
PA004344,2023-04-28 23:23:38,"Chega de invasao de chegando sem documentos validos Nao e preconceito, e realidade.",0.8793
PA004345,2023-04-29 00:08:08,Esse pessoal de outro pais tomando emprego de brasileiro honesto Cansei desse descaso com quem nasceu aqui.,0.933
PA004346,2023-04-29 00:26:51,Gente que vem la de fora sem respeito que nao fala portugues e nao tem interesse em aprender Cansei desse descaso com quem nasceu aqui.,0.7585
PA004347,2023-04-29 00:46:24,Forasteiro que vem de longe explorar trazendo problemas para a nossa comunidade Cansei desse descaso com quem nasceu aqui.,0.7313
PA004348,2023-04-29 00:52:00,Forasteiro que vem de longe explorar querendo se beneficiar do sistema publico sem contribuir Esse pais e dos brasileiros.,0.7642
PA004349,2023-04-29 02:25:24,Esse gringo que aparece aqui sem ser chamado invadindo o territorio nacional como se fosse terra sem dono Nao vou ficar calado sobre isso.,0.7523
PA004350,2023-04-29 02:40:39,Chega de invasao de recebendo auxilio que deveria ir para o brasileiro Nao ha mais espaco.,0.8078
PA004351,2023-04-29 03:09:42,Gente de fora que nao foi convidada querendo se beneficiar do sistema publico sem contribuir Esse pais e dos brasileiros.,0.724
PA004352,2023-04-29 03:31:02,"Serie nova incrivel, amei o primeiro episodio.",0.1898
PA004353,2023-04-29 03:47:47,Estrangeiro que nao tem nem documento ocupando vaga em hospital e escola que deveria ser do brasileiro Alguem precisa falar a verdade.,0.8347
PA004354,2023-04-29 04:49:51,Esse refugiado que chega sem qualquer respaldo legal querendo disputar espaco Chega dessa invasao silenciosa.,0.8531
PA004355,2023-04-29 05:06:04,Forasteiro que vem de longe explorar sem qualquer respaldo legal querendo disputar espaco Nao vou ficar calado sobre isso.,0.8352
PA004356,2023-04-29 06:14:54,Chega de invasao de usando servico publico sem ter contribuido nada Alguem precisa falar a verdade.,0.7923
PA004357,2023-04-29 07:48:49,Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende O brasileiro sofre enquanto isso acontece.,0.8422
PA004358,2023-04-29 08:51:31,Estrangeiro sem visto regularizado que foi ao pais sem ser convidado Esse pais e dos brasileiros.,0.9142
PA004359,2023-04-29 09:08:36,Gente que vem la de fora sem respeito ignorando as leis e vivendo como bem entende Alguem precisa falar a verdade.,0.7533
PA004360,2023-04-29 09:47:29,Esse gringo que aparece aqui sem ser chamado ocupando vaga em hospital e escola que deveria ser do brasileiro Vai embora pra sua terra.,0.7608
PA004361,2023-04-29 10:11:23,Gente de fora que nao foi convidada tomando emprego de brasileiro honesto Fora.,0.7972
PA004362,2023-04-29 10:42:52,"Estrangeiro que nao tem nem documento que nao fala portugues e nao tem interesse em aprender Nao e preconceito, e realidade.",0.7439
PA004363,2023-04-29 10:44:29,"Estrangeiro que nao tem nem documento que tira recursos que sao dos cidadaos daqui Nao e preconceito, e realidade.",0.7585
PA004364,2023-04-29 10:59:01,Esse refugiado que chega que tira recursos que sao dos cidadaos daqui Fora.,0.946
PA004365,2023-04-29 11:08:50,Gente que vem la de fora sem respeito chegando sem documentos validos Ate quando isso vai continuar?,0.7964
PA004366,2023-04-29 11:57:14,Gente que vem la de fora sem respeito que nao se integra mas exige direitos iguais O brasileiro sofre enquanto isso acontece.,0.9558
PA004367,2023-04-29 12:12:59,Esse gringo que aparece aqui sem ser chamado ocupando vaga em hospital e escola que deveria ser do brasileiro Chega dessa invasao silenciosa.,0.8059
PA004368,2023-04-29 12:46:48,Esse gringo que aparece aqui sem ser chamado tomando emprego de brasileiro honesto Esse pais e dos brasileiros.,0.7639
PA004369,2023-04-29 13:53:37,Esse gringo que aparece aqui sem ser chamado que foi ao pais sem ser convidado Esse pais e dos brasileiros.,0.6378
PA004370,2023-04-29 14:03:08,Gente de fora que nao foi convidada ocupando vaga em hospital e escola que deveria ser do brasileiro Esse pais e dos brasileiros.,0.7495
PA004371,2023-04-29 14:22:33,"Gente de fora que nao foi convidada ocupando vaga em hospital e escola que deveria ser do brasileiro Cada um no seu pais, simples assim.",0.8347
PA004372,2023-04-29 15:32:39,Imigrante que entra ilegalmente trazendo problemas para a nossa comunidade Cansei desse descaso com quem nasceu aqui.,0.8726
PA004373,2023-04-29 17:18:48,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0076
PA004374,2023-04-29 18:57:48,Esse pessoal de outro pais que tira recursos que sao dos cidadaos daqui Vai embora pra sua terra.,0.9269
PA004375,2023-04-29 19:11:42,Gente de fora que nao foi convidada querendo se beneficiar do sistema publico sem contribuir Fora.,0.8923
PA004376,2023-04-29 20:52:05,Imigrante ilegal que chega sem documentos querendo se beneficiar do sistema publico sem contribuir Ate quando isso vai continuar?,0.8451
PA004377,2023-04-29 21:45:45,Quem nao e daqui e quer mandar sem qualquer respaldo legal querendo disputar espaco Chega dessa invasao silenciosa.,0.8118
PA004378,2023-04-29 22:03:39,Forasteiro que vem de longe explorar usando servico publico sem ter contribuido nada Chega dessa invasao silenciosa.,0.8555
PA004379,2023-04-29 22:38:26,Esse gringo que aparece aqui sem ser chamado que foi ao pais sem ser convidado Esse pais e dos brasileiros.,0.8747
PA004380,2023-04-29 22:56:52,Esse pessoal de outro pais trazendo problemas para a nossa comunidade Ate quando isso vai continuar?,0.9013
PA004381,2023-04-30 00:31:49,Gente de fora que nao foi convidada usando servico publico sem ter contribuido nada Nao ha mais espaco.,0.8459
PA004382,2023-04-30 01:35:22,Esse gringo que aparece aqui sem ser chamado trazendo problemas para a nossa comunidade Chega dessa invasao silenciosa.,0.8729
PA004383,2023-04-30 02:19:19,Esse refugiado que chega que nao se integra mas exige direitos iguais Ate quando isso vai continuar?,0.848
PA004384,2023-04-30 02:25:14,Esse povo estrangeiro que invade o pais que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,1.0
PA004385,2023-04-30 02:53:33,Esse pessoal de outro pais chegando sem documentos validos Cansei desse descaso com quem nasceu aqui.,0.6803
PA004386,2023-04-30 03:49:02,Esse povo estrangeiro que invade o pais que nao se integra mas exige direitos iguais O brasileiro sofre enquanto isso acontece.,0.9463
PA004387,2023-04-30 04:14:49,Quem nao e daqui e quer mandar querendo se beneficiar do sistema publico sem contribuir Esse pais e dos brasileiros.,0.7148
PA004388,2023-04-30 04:18:02,"Chega de invasao de que nao respeita nossa cultura e nossos costumes Cada um no seu pais, simples assim.",0.8859
PA004389,2023-04-30 05:47:46,Quem nao e daqui e quer mandar ignorando as leis e vivendo como bem entende Vai embora pra sua terra.,0.9252
PA004390,2023-04-30 05:59:25,Nao aguento mais esse povo de fora ocupando vaga em hospital e escola que deveria ser do brasileiro Vai embora pra sua terra.,0.8939
PA004391,2023-04-30 06:20:41,"Forasteiro que vem de longe explorar ignorando as leis e vivendo como bem entende Nao e preconceito, e realidade.",0.8133
PA004392,2023-04-30 07:27:13,Gente de fora que nao foi convidada invadindo o territorio nacional como se fosse terra sem dono Esse pais e dos brasileiros.,0.9021
PA004393,2023-04-30 09:07:43,Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende Cansei desse descaso com quem nasceu aqui.,0.9097
PA004394,2023-04-30 10:23:52,Nao aguento mais esse povo de fora ignorando as leis e vivendo como bem entende Alguem precisa falar a verdade.,0.8414
PA004395,2023-04-30 10:40:31,Esse povo estrangeiro que invade o pais explorando nosso sistema de saude e previdencia Chega dessa invasao silenciosa.,0.8913
PA004396,2023-04-30 11:09:54,"Chega de invasao de querendo se beneficiar do sistema publico sem contribuir Nao e preconceito, e realidade.",0.7882
PA004397,2023-04-30 11:57:19,Imigrante ilegal que chega sem documentos que nao respeita nossa cultura e nossos costumes Cansei desse descaso com quem nasceu aqui.,0.7518
PA004398,2023-04-30 12:00:14,Gente de fora que nao foi convidada ignorando as leis e vivendo como bem entende O brasileiro sofre enquanto isso acontece.,0.8942
PA004399,2023-04-30 12:12:18,Chega de invasao de querendo se beneficiar do sistema publico sem contribuir Cansei desse descaso com quem nasceu aqui.,0.7886
PA004400,2023-04-30 12:38:30,Esse refugiado que chega querendo se beneficiar do sistema publico sem contribuir O brasileiro sofre enquanto isso acontece.,0.7772
PA004401,2023-04-30 12:39:01,"Esse gringo que aparece aqui sem ser chamado tomando emprego de brasileiro honesto Nao e preconceito, e realidade.",0.6664
PA004402,2023-04-30 12:52:34,"Forasteiro que vem de longe explorar explorando nosso sistema de saude e previdencia Nao e preconceito, e realidade.",0.9346
PA004403,2023-04-30 12:55:41,Estrangeiro que nao tem nem documento ignorando as leis e vivendo como bem entende Chega dessa invasao silenciosa.,0.8774
PA004404,2023-04-30 13:04:38,Gente de fora que nao foi convidada explorando nosso sistema de saude e previdencia Cansei desse descaso com quem nasceu aqui.,0.8353
PA004405,2023-04-30 13:52:09,Gente de fora que nao foi convidada trazendo problemas para a nossa comunidade Esse pais e dos brasileiros.,0.9769
PA004406,2023-04-30 14:44:27,Nao aguento mais esse povo de fora que nao fala portugues e nao tem interesse em aprender Vai embora pra sua terra.,0.9663
PA004407,2023-04-30 15:18:37,Esse povo estrangeiro que invade o pais querendo se beneficiar do sistema publico sem contribuir Vai embora pra sua terra.,0.8929
PA004408,2023-04-30 15:22:27,Esse gringo que aparece aqui sem ser chamado usando servico publico sem ter contribuido nada Esse pais e dos brasileiros.,0.8114
PA004409,2023-04-30 16:03:17,Gente que vem la de fora sem respeito que nao fala portugues e nao tem interesse em aprender Alguem precisa falar a verdade.,0.7728
PA004410,2023-04-30 16:06:46,Gente de fora que nao foi convidada sem qualquer respaldo legal querendo disputar espaco O brasileiro sofre enquanto isso acontece.,0.7875
PA004411,2023-04-30 16:07:47,Chega de invasao de que nao se integra mas exige direitos iguais Esse pais e dos brasileiros.,0.8847
PA004412,2023-04-30 19:16:55,Esse pessoal de outro pais que tira recursos que sao dos cidadaos daqui Fora.,0.9764
PA004413,2023-04-30 19:29:08,Esse gringo que aparece aqui sem ser chamado que nao respeita nossa cultura e nossos costumes Cansei desse descaso com quem nasceu aqui.,0.7982
PA004414,2023-04-30 20:32:32,Quem nao e daqui e quer mandar trazendo problemas para a nossa comunidade Cansei desse descaso com quem nasceu aqui.,0.6496
PA004415,2023-04-30 23:02:06,Imigrante ilegal que chega sem documentos chegando sem documentos validos Alguem precisa falar a verdade.,0.7863
PA004416,2023-04-30 23:25:03,Esse gringo que aparece aqui sem ser chamado ocupando vaga em hospital e escola que deveria ser do brasileiro Cansei desse descaso com quem nasceu aqui.,0.8628
PA004417,2023-05-01 00:40:09,Gente que vem la de fora sem respeito usando servico publico sem ter contribuido nada Fora.,0.7806
PA004418,2023-05-01 01:07:45,Quem nao e daqui e quer mandar recebendo auxilio que deveria ir para o brasileiro Vai embora pra sua terra.,0.8796
PA004419,2023-05-01 01:29:32,Chega de invasao de que nao respeita nossa cultura e nossos costumes Vai embora pra sua terra.,0.6408
PA004420,2023-05-01 01:55:00,Nao aguento mais esse povo de fora ignorando as leis e vivendo como bem entende Vai embora pra sua terra.,0.9001
PA004421,2023-05-01 03:46:24,Estrangeiro sem visto regularizado que tira recursos que sao dos cidadaos daqui Nao vou ficar calado sobre isso.,0.8912
PA004422,2023-05-01 04:41:23,Imigrante que entra ilegalmente ocupando vaga em hospital e escola que deveria ser do brasileiro Nao ha mais espaco.,0.9684
PA004423,2023-05-01 07:04:19,Estrangeiro que nao tem nem documento querendo se beneficiar do sistema publico sem contribuir Fora.,0.8285
PA004424,2023-05-01 07:52:36,Chega de invasao de usando servico publico sem ter contribuido nada Fora.,0.806
PA004425,2023-05-01 08:52:17,Gente de fora que nao foi convidada sem qualquer respaldo legal querendo disputar espaco Nao vou ficar calado sobre isso.,0.8849
PA004426,2023-05-01 10:12:03,Esse refugiado que chega trazendo problemas para a nossa comunidade Fora.,0.7102
PA004427,2023-05-01 10:17:02,Esse refugiado que chega querendo se beneficiar do sistema publico sem contribuir Vai embora pra sua terra.,0.7099
PA004428,2023-05-01 10:20:42,"Fechei projeto importante essa semana, que alegria.",0.0733
PA004429,2023-05-01 10:31:30,Tarde produtiva organizando e limpando a casa.,0.0715
PA004430,2023-05-01 10:49:06,"Estudando para a prova de amanha, bem concentrado.",0.0
PA004431,2023-05-01 11:29:14,Esse povo estrangeiro que invade o pais que nao se integra mas exige direitos iguais Cansei desse descaso com quem nasceu aqui.,0.7538
PA004432,2023-05-01 12:32:16,Esse gringo que aparece aqui sem ser chamado usando servico publico sem ter contribuido nada Chega dessa invasao silenciosa.,0.7625
PA004433,2023-05-01 13:43:03,Gente de fora que nao foi convidada ignorando as leis e vivendo como bem entende O brasileiro sofre enquanto isso acontece.,0.7737
PA004434,2023-05-01 16:00:26,Tarde produtiva organizando e limpando a casa.,0.086
PA004435,2023-05-01 16:00:31,Imigrante que entra ilegalmente invadindo o territorio nacional como se fosse terra sem dono Nao vou ficar calado sobre isso.,0.7364
PA004436,2023-05-01 16:13:40,"Esse refugiado que chega trazendo problemas para a nossa comunidade Cada um no seu pais, simples assim.",0.9498
PA004437,2023-05-01 16:25:33,"Apresentacao correu muito bem, todos gostaram.",0.0353
PA004438,2023-05-01 16:43:06,"Estrangeiro sem visto regularizado que tira recursos que sao dos cidadaos daqui Cada um no seu pais, simples assim.",0.858
PA004439,2023-05-01 16:56:28,Esse povo estrangeiro que invade o pais ocupando vaga em hospital e escola que deveria ser do brasileiro Esse pais e dos brasileiros.,0.8713
